"Tipo de informaci?n","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles","Niveles"
"Fecha","SG9","SG10","SG80","SG910","SG911","SG1459","SG81","SG54","SG79","SG55","SG82","SG83","SG84","SG616","SG1454","SG43","SG11","SG1455","SG56","SG78","SG62","SG63","SG64","SG65","SG61"
01/03/2019,1038408.8,857996.4,464261.0,-223.6,-90.6,0.0,243418.4,121594.6,77382.5,44212.1,16836.4,16836.2,0.3,0.0,1583.2,10616.9,180412.5,114873.9,28902.6,0.0,28902.6,4120.8,32515.3,0.0,-1314.8
01/04/2019,1414909.4,1173543.4,668659.5,-209.9,-197.5,42.3,310232.8,155824.3,100450.9,55373.4,22023.7,22023.4,0.3,0.0,2115.8,15052.5,241365.9,152881.3,41891.2,0.0,41891.2,5345.5,41247.9,0.0,37477.3
01/05/2019,1721196.0,1425810.7,786752.9,-219.6,-215.8,42.5,398535.2,192091.0,124385.3,67705.6,27387.7,27387.3,0.4,0.0,2651.5,18785.3,295385.4,192454.9,46152.3,0.0,46152.3,6128.0,50622.8,27.4,12571.7
01/06/2019,2041765.5,1694099.2,927182.4,-216.9,-242.6,42.5,477932.7,228458.8,147873.6,80585.2,31960.2,31959.8,0.4,0.0,3183.8,25798.3,347666.3,233401.7,50196.2,0.0,50196.2,6843.9,57183.3,41.1,-155892.8
01/07/2019,2364640.0,1958257.0,1051384.8,-223.8,-251.7,42.5,571041.8,265028.9,170436.2,94592.7,37591.2,37590.8,0.4,0.0,3719.6,29923.8,406383.0,270138.7,58894.8,0.0,58894.8,7396.3,69898.3,54.8,-182027.0
01/08/2019,2683757.0,2202628.1,1172689.0,-203.6,-258.5,42.3,638482.8,310173.5,196171.2,114002.3,43244.4,43243.9,0.4,0.0,4253.5,34204.8,481128.9,296474.7,62744.3,0.0,62744.3,7967.8,113887.2,54.8,-151743.3
01/09/2019,2978530.3,2445507.9,1298507.4,-200.4,-296.5,42.3,710774.8,344690.3,218944.0,125746.3,49135.2,49134.8,0.4,0.0,4422.7,38432.0,533022.4,329471.8,66887.9,0.0,66887.9,8530.1,128077.8,54.8,-278517.7
01/10/2019,3276880.5,2685308.2,1414319.9,-198.6,-313.1,42.2,784941.6,383893.9,246540.5,137353.4,54905.7,54905.2,0.4,0.0,5068.2,42648.5,591572.3,363826.9,75606.0,0.0,75606.0,9144.0,142940.5,54.8,-301999.7
01/11/2019,3635210.3,2921522.6,1534149.7,-200.2,-399.6,28.2,855180.3,421015.6,271097.6,149918.0,59879.8,59879.4,0.4,0.0,5626.1,46242.7,713687.7,397918.3,79777.1,0.0,79777.1,9613.0,226324.4,54.8,-288423.4
01/12/2019,4006080.0,3202650.7,1687218.0,-195.2,-404.8,27.0,933326.8,460495.6,297478.9,163016.7,64741.1,64740.6,0.4,0.0,5803.1,51639.3,803429.3,431895.8,82996.7,0.0,82996.7,10414.7,278067.3,54.8,-498733.4
01/01/2020,457565.4,364600.7,178972.6,-9.5,-5.4,0.0,113123.0,62350.7,29430.2,32920.5,5336.8,5336.8,0.0,0.0,529.6,4303.0,92964.7,36132.4,9365.5,0.0,9365.5,2323.4,45143.4,0.0,38107.7
01/02/2020,769163.9,628353.6,314799.8,-116.6,-26.4,0.0,197882.9,95998.8,53646.1,42352.6,10222.2,10222.2,0.0,0.0,1072.2,8520.7,140810.3,65728.4,13671.0,0.0,13671.0,3278.8,58132.0,0.0,-4960.8
01/03/2020,1213490.8,1004733.3,542272.5,-140.4,-69.9,3.9,297757.9,131510.9,81954.9,49556.0,14564.4,14564.4,0.0,0.0,1616.6,17217.4,208757.6,89797.7,39375.7,0.0,39375.7,3900.9,75683.3,0.0,26032.7
01/04/2020,1533208.3,1277850.0,696354.5,-171.8,-78.9,32.1,371660.5,166380.1,106622.6,59757.5,18851.4,18851.4,0.0,0.0,2160.9,22661.4,255358.3,97811.9,44888.9,0.0,44888.9,4864.3,107793.2,0.0,-36140.9
01/05/2020,1774575.2,1499452.2,820530.1,-178.3,-106.0,44.5,429365.3,194094.2,124603.2,69490.9,23354.7,23354.7,0.0,0.0,2707.0,29640.7,275123.0,101953.2,46483.3,0.0,46483.3,5270.8,121415.7,0.0,-116014.4
01/06/2020,2058329.0,1748838.2,968068.0,-170.2,-191.6,52.7,489798.4,226130.3,146246.5,79883.9,27502.8,27502.8,0.0,0.0,2898.4,34749.4,309490.7,114917.5,48004.3,0.0,48004.3,5687.7,140867.2,14.0,-284070.5
01/07/2020,2348509.7,2004224.9,1097763.9,-172.2,-210.8,61.6,567435.1,263747.7,172400.1,91347.6,32537.3,32537.2,0.0,0.0,4163.6,38898.7,344284.7,128121.3,54043.3,0.0,54043.3,6208.5,155883.7,28.0,-364848.0
01/08/2020,2757543.2,2262507.8,1224364.4,-178.2,-213.6,66.7,647563.1,303532.3,197517.7,106014.6,37560.2,37560.1,0.1,0.0,4710.7,45102.3,495035.4,145145.6,56681.1,0.0,56681.1,6559.9,286620.8,28.0,-235210.0
01/09/2020,3040472.9,2505151.3,1344195.3,-932.6,-229.3,74.6,719942.7,343110.0,222940.7,120169.3,42855.5,42855.4,0.1,0.0,5255.0,50880.1,535321.6,163610.7,60042.0,0.0,60042.0,6982.3,304658.6,28.0,-264121.5
